STATION,NAME,DATE,PRCP,SNOW,TAVG,TMAX,TMIN
USW00023062,"DENVER STAPLETON, CO US",1995-11,0.54,6.9,43.1,58.2,28
USW00023062,"DENVER STAPLETON, CO US",1995-12,0.08,0.6,33.2,47.1,19.2
USW00023062,"DENVER STAPLETON, CO US",1996-01,0.83,10.4,27.6,42.3,13
USW00023062,"DENVER STAPLETON, CO US",1996-02,0.32,3.2,35.3,50.4,20.2
USW00023062,"DENVER STAPLETON, CO US",1996-03,1.39,16.4,37.1,50.9,23.3
USW00023062,"DENVER STAPLETON, CO US",1996-04,0.48,3.2,50,64.6,35.5
USW00023062,"DENVER STAPLETON, CO US",1996-05,2.74,0,59.8,73.7,46
USW00023062,"DENVER STAPLETON, CO US",1996-06,1.58,0,68.9,84.1,53.7
USW00023062,"DENVER STAPLETON, CO US",1996-07,1.22,0,73.7,87.8,59.6
USW00023062,"DENVER STAPLETON, CO US",1996-08,0.26,0,71.8,86.9,56.7
USW00023062,"DENVER STAPLETON, CO US",1996-09,2.64,4.7,61.1,75.1,47.1
USW00023062,"DENVER STAPLETON, CO US",1996-10,0.27,1.5,51.5,65.7,37.3
USW00023062,"DENVER STAPLETON, CO US",1996-11,0.57,5.7,38.7,52.1,25.2
USW00023062,"DENVER STAPLETON, CO US",1996-12,0.23,1.8,34.6,48.6,20.5
USW00023062,"DENVER STAPLETON, CO US",1997-01,0.5,7,28.7,40.9,16.5
USW00023062,"DENVER STAPLETON, CO US",1997-02,0.91,10,31.3,42.5,20.1
USW00023062,"DENVER STAPLETON, CO US",1997-03,0.51,3.3,43.7,59.7,27.6
USW00023062,"DENVER STAPLETON, CO US",1997-04,2.96,10.7,42.4,54.2,30.5
USW00023062,"DENVER STAPLETON, CO US",1997-05,1.31,0.1,57.8,71.9,43.6
USW00023062,"DENVER STAPLETON, CO US",1997-06,2.51,0,68.6,82.6,54.7
USW00023062,"DENVER STAPLETON, CO US",1997-07,6.15,0,73.7,88.6,58.7
USW00023062,"DENVER STAPLETON, CO US",1997-08,4.11,0,70,82.2,57.8
USW00023062,"DENVER STAPLETON, CO US",1997-09,0.87,0,64.7,77.9,51.5
USW00023062,"DENVER STAPLETON, CO US",1997-10,2.49,22.1,50.8,65.2,36.4
USW00023062,"DENVER STAPLETON, CO US",1997-11,0.81,7.7,36,48,24
USW00023062,"DENVER STAPLETON, CO US",1997-12,0.71,9.4,30.4,41,19.8
USW00023062,"DENVER STAPLETON, CO US",1998-01,0.12,2.3,34.3,47.1,21.4
USW00023062,"DENVER STAPLETON, CO US",1998-02,0.19,3,35.4,46.6,24.3
USW00023062,"DENVER STAPLETON, CO US",1998-03,1.17,17.1,38.3,51.9,24.7
USW00023062,"DENVER STAPLETON, CO US",1998-04,2.41,10.6,46,58.4,33.7
USW00023062,"DENVER STAPLETON, CO US",1998-05,1.73,0,60.5,75.5,45.4
USW00023062,"DENVER STAPLETON, CO US",1998-06,1.02,0,63.8,78.6,48.9
USW00023062,"DENVER STAPLETON, CO US",1998-07,6.99,0,74.2,86.8,61.6
USW00023062,"DENVER STAPLETON, CO US",1998-08,1.71,0,71.3,85,57.6
USW00023062,"DENVER STAPLETON, CO US",1998-09,0.87,0,67.8,82.8,52.9
USW00023062,"DENVER STAPLETON, CO US",1998-10,0.95,0,50.7,63.7,37.7
USW00023062,"DENVER STAPLETON, CO US",1998-11,0.6,4,43.1,56,30.1
USW00023062,"DENVER STAPLETON, CO US",1998-12,0.6,8.9,30.2,43.8,16.7
USW00023062,"DENVER STAPLETON, CO US",1999-01,0.57,6.5,35.5,48.2,22.8
USW00023062,"DENVER STAPLETON, CO US",1999-02,0.12,1.3,40.2,55.8,24.5
USW00023062,"DENVER STAPLETON, CO US",1999-03,0.27,4.2,44.7,60,29.3
USW00023062,"DENVER STAPLETON, CO US",1999-04,5.35,19.6,44,55.8,32.1
USW00023062,"DENVER STAPLETON, CO US",1999-05,2.55,0,55.8,68.4,43.2
USW00023062,"DENVER STAPLETON, CO US",1999-06,1.62,0,65.6,79.3,51.8
USW00023062,"DENVER STAPLETON, CO US",1999-07,2.06,0,75.2,88.7,61.6
USW00023062,"DENVER STAPLETON, CO US",1999-08,4.01,0,71.1,83.6,58.6
USW00023062,"DENVER STAPLETON, CO US",1999-09,1.17,3.1,59.5,73.3,45.6
USW00023062,"DENVER STAPLETON, CO US",1999-10,0.35,4.8,51.7,68.3,35.1
USW00023062,"DENVER STAPLETON, CO US",1999-11,0.48,8.4,47.1,64.3,29.8
USW00023062,"DENVER STAPLETON, CO US",1999-12,0.31,5.4,35.4,48.1,22.6
USW00023062,"DENVER STAPLETON, CO US",2000-01,0.51,6.2,34.4,48.4,20.4
USW00023062,"DENVER STAPLETON, CO US",2000-02,0.23,1.8,38.8,53.2,24.4
USW00023062,"DENVER STAPLETON, CO US",2000-03,1.37,11.3,41.9,54.2,29.5
USW00023062,"DENVER STAPLETON, CO US",2000-04,0.81,4.6,50.8,66,35.6
USW00023062,"DENVER STAPLETON, CO US",2000-05,1.68,0,60.7,74.7,46.7
USW00023062,"DENVER STAPLETON, CO US",2000-06,0.91,0,68.5,83.4,53.6
USW00023062,"DENVER STAPLETON, CO US",2000-07,1.47,0,76.9,92,61.7
USW00023062,"DENVER STAPLETON, CO US",2000-08,3.85,0,74.8,89.3,60.3
USW00023062,"DENVER STAPLETON, CO US",2000-09,1.57,0.2,62.5,78.5,46.6
USW00023062,"DENVER STAPLETON, CO US",2000-10,0.45,0,51,65.2,36.9
USW00023062,"DENVER STAPLETON, CO US",2000-11,0.76,7.6,30.5,42.1,18.9
USW00023062,"DENVER STAPLETON, CO US",2000-12,0.28,5.6,29,43.1,14.8
USW00023062,"DENVER STAPLETON, CO US",2001-01,0.58,8.7,31.2,44.3,18.1
USW00023062,"DENVER STAPLETON, CO US",2001-02,0.59,10.6,28.4,40.4,16.4
USW00023062,"DENVER STAPLETON, CO US",2001-03,0.76,6.7,40.1,52,28.3
USW00023062,"DENVER STAPLETON, CO US",2001-04,1.32,11.7,49.4,62.5,36.3
USW00023062,"DENVER STAPLETON, CO US",2001-05,3.57,7.2,57.4,70,44.9
USW00023062,"DENVER STAPLETON, CO US",2001-06,1.4,0,69.4,84,54.8
USW00023062,"DENVER STAPLETON, CO US",2001-07,3.34,0,76.5,91,62
USW00023062,"DENVER STAPLETON, CO US",2001-08,2.13,0,73,86.9,59.1
USW00023062,"DENVER STAPLETON, CO US",2001-09,1.01,0,65.4,81.8,49
USW00023062,"DENVER STAPLETON, CO US",2001-10,0.2,1,51.4,67.6,35.1
USW00023062,"DENVER STAPLETON, CO US",2001-11,0.65,4.2,43.1,57.9,28.2
USW00023062,"DENVER STAPLETON, CO US",2001-12,0.27,2.9,33.6,47.7,19.6
USW00023062,"DENVER STAPLETON, CO US",2002-01,0.39,6.1,31.5,45.5,17.5
USW00023062,"DENVER STAPLETON, CO US",2002-02,0.18,2.8,33.4,48.7,18.2
USW00023062,"DENVER STAPLETON, CO US",2002-03,0.74,12.5,35.2,49.3,21.1
USW00023062,"DENVER STAPLETON, CO US",2002-04,0.09,0,51.2,67.6,34.9
USW00023062,"DENVER STAPLETON, CO US",2002-05,1.35,0.7,56.9,71.2,42.5
USW00023062,"DENVER STAPLETON, CO US",2002-06,1.1,0,72.5,88.2,56.8
USW00023062,"DENVER STAPLETON, CO US",2002-07,1.04,0,77.3,92.8,61.8
USW00023062,"DENVER STAPLETON, CO US",2002-08,0.72,0,72.2,87.9,56.4
USW00023062,"DENVER STAPLETON, CO US",2002-09,1.86,0,63.9,78.4,49.5
USW00023062,"DENVER STAPLETON, CO US",2002-10,0.8,4.8,45.5,59.5,31.5
USW00023062,"DENVER STAPLETON, CO US",2002-11,0.23,3.9,37.4,50.6,24.3
USW00023062,"DENVER STAPLETON, CO US",2002-12,0,0,34,48.6,19.4
USW00023062,"DENVER STAPLETON, CO US",2003-01,0,0,37.4,53.3,21.6
USW00023062,"DENVER STAPLETON, CO US",2003-02,0.51,7.5,28.7,42.4,15
USW00023062,"DENVER STAPLETON, CO US",2003-03,4.81,35.2,40.2,52.9,27.4
USW00023062,"DENVER STAPLETON, CO US",2003-04,2.03,3.4,51.7,65.7,37.7
USW00023062,"DENVER STAPLETON, CO US",2003-05,2.24,7,57.2,70.4,44
USW00023062,"DENVER STAPLETON, CO US",2003-06,1.91,0,63.8,76.2,51.5
USW00023062,"DENVER STAPLETON, CO US",2003-07,0.47,0,77.9,94,61.7
USW00023062,"DENVER STAPLETON, CO US",2003-08,3.1,0,74.6,90.4,58.8
USW00023062,"DENVER STAPLETON, CO US",2003-09,0.39,0,,75.3,
USW00023062,"DENVER STAPLETON, CO US",2003-10,0.06,0,56.4,73.1,39.6
USW00023062,"DENVER STAPLETON, CO US",2003-11,0.18,2.9,36,49.2,22.7
USW00023062,"DENVER STAPLETON, CO US",2003-12,0.37,4.5,33.5,48.6,18.5
USW00023062,"DENVER STAPLETON, CO US",2004-01,0.38,4.6,32.1,47.7,16.6
USW00023062,"DENVER STAPLETON, CO US",2004-02,0.55,8.8,31.5,44.1,18.9
USW00023062,"DENVER STAPLETON, CO US",2004-03,0.18,1.8,46.1,61.4,30.9
USW00023062,"DENVER STAPLETON, CO US",2004-04,2.13,12,48.3,61,35.5
USW00023062,"DENVER STAPLETON, CO US",2004-05,1.41,3.3,58.9,73.7,44
USW00023062,"DENVER STAPLETON, CO US",2004-06,1.78,0,63.8,77.4,50
USW00023062,"DENVER STAPLETON, CO US",2004-07,2.47,0,70.8,85,56.6
USW00023062,"DENVER STAPLETON, CO US",2004-08,4.94,0,67.2,81.6,52.9
USW00023062,"DENVER STAPLETON, CO US",2004-09,1.34,0,62.3,77.1,47.4
USW00023062,"DENVER STAPLETON, CO US",2004-10,0.98,0,50.7,65,36.4
USW00023062,"DENVER STAPLETON, CO US",2004-11,0.88,11.4,38,50.3,25.7
USW00023062,"DENVER STAPLETON, CO US",2004-12,0.13,2.6,34.6,48.5,20.8
USW00023062,"DENVER STAPLETON, CO US",2005-01,0.62,7.4,33.1,46.7,19.5
USW00023062,"DENVER STAPLETON, CO US",2005-02,0.05,0.5,36,49.1,22.8
USW00023062,"DENVER STAPLETON, CO US",2005-03,0.77,4.7,40,52.8,27.2
USW00023062,"DENVER STAPLETON, CO US",2005-04,2.39,11.4,46.4,59.4,33.3
USW00023062,"DENVER STAPLETON, CO US",2005-05,1.02,1.4,56.7,70.4,42.9
USW00023062,"DENVER STAPLETON, CO US",2005-06,3.29,0,65.8,80.1,51.6
USW00023062,"DENVER STAPLETON, CO US",2005-07,0.53,0,76.2,92.7,59.7
USW00023062,"DENVER STAPLETON, CO US",2005-08,2.57,0,70.3,85.1,55.4
USW00023062,"DENVER STAPLETON, CO US",2005-09,0.23,0,65.2,80.9,49.5
USW00023062,"DENVER STAPLETON, CO US",2005-10,2.51,9.6,51.7,65.9,37.4
USW00023062,"DENVER STAPLETON, CO US",2005-11,0.29,1,43,59.1,27
USW00023062,"DENVER STAPLETON, CO US",2005-12,0.3,4.1,30.1,43.2,16.9
USW00023062,"DENVER STAPLETON, CO US",2006-01,0.33,3.6,38.2,52.4,24
USW00023062,"DENVER STAPLETON, CO US",2006-02,0.18,3,30.5,45.2,15.7
USW00023062,"DENVER STAPLETON, CO US",2006-03,0.85,8.6,38.5,52.3,24.6
USW00023062,"DENVER STAPLETON, CO US",2006-04,0.62,0.3,51.4,67.3,35.5
USW00023062,"DENVER STAPLETON, CO US",2006-05,0.61,0.2,60.2,75.3,45.2
USW00023062,"DENVER STAPLETON, CO US",2006-06,0.03,0,71.7,87.4,55.9
USW00023062,"DENVER STAPLETON, CO US",2006-07,2.22,0,74.6,88.4,60.9
USW00023062,"DENVER STAPLETON, CO US",2006-08,2.72,0,71.2,83.8,58.5
USW00023062,"DENVER STAPLETON, CO US",2006-09,0.79,0,57.9,72.2,43.7
USW00023062,"DENVER STAPLETON, CO US",2006-10,1.82,9.8,49.4,63.4,35.3
USW00023062,"DENVER STAPLETON, CO US",2006-11,0.33,4.4,41.3,55.6,26.9
USW00023062,"DENVER STAPLETON, CO US",2006-12,2.15,29.4,32,43.8,20.3
USW00023062,"DENVER STAPLETON, CO US",2007-01,1.02,15.9,21.8,34.8,8.9
USW00023062,"DENVER STAPLETON, CO US",2007-02,0.36,5.5,30.6,44.2,17.1
USW00023062,"DENVER STAPLETON, CO US",2007-03,1.36,6.7,45.2,58.9,31.4
USW00023062,"DENVER STAPLETON, CO US",2007-04,1.94,0.9,46.1,58.4,33.8
USW00023062,"DENVER STAPLETON, CO US",2007-05,4.52,0,58.1,71.2,45
USW00023062,"DENVER STAPLETON, CO US",2007-06,0.58,0,67.5,82.3,52.8
USW00023062,"DENVER STAPLETON, CO US",2007-07,0.56,0,75.4,90.9,59.9
USW00023062,"DENVER STAPLETON, CO US",2007-08,3.52,0,73.8,88.3,59.3
USW00023062,"DENVER STAPLETON, CO US",2007-09,1.18,0,64,79.9,48.1
USW00023062,"DENVER STAPLETON, CO US",2007-10,1.07,3,53.2,69,37.5
USW00023062,"DENVER STAPLETON, CO US",2007-11,0.18,2.5,41.5,56.2,26.8
USW00023062,"DENVER STAPLETON, CO US",2007-12,1.17,20.9,26.5,38.7,14.4
USW00023062,"DENVER STAPLETON, CO US",2008-01,0.21,3.1,27.1,40.5,13.7
USW00023062,"DENVER STAPLETON, CO US",2008-02,0.51,5.1,33.4,46.8,20
USW00023062,"DENVER STAPLETON, CO US",2008-03,0.55,5.4,39.7,53.6,25.8
USW00023062,"DENVER STAPLETON, CO US",2008-04,0.31,2.9,45.1,60.3,29.8
USW00023062,"DENVER STAPLETON, CO US",2008-05,1.61,1,55.5,69.8,41.1
USW00023062,"DENVER STAPLETON, CO US",2008-06,0.71,0,67,82.1,52
USW00023062,"DENVER STAPLETON, CO US",2008-07,0.15,0,75.6,92.1,59.1
USW00023062,"DENVER STAPLETON, CO US",2008-08,3.02,0,70.8,84.5,57
USW00023062,"DENVER STAPLETON, CO US",2008-09,1.56,0,60.9,75.1,46.5
USW00023062,"DENVER STAPLETON, CO US",2008-10,1.03,0,50.9,65.4,36.4
USW00023062,"DENVER STAPLETON, CO US",2008-11,0.37,3.2,43.3,58.5,28
USW00023062,"DENVER STAPLETON, CO US",2008-12,0.8,7.1,26.9,40.8,13
USW00023062,"DENVER STAPLETON, CO US",2009-01,0.28,2.8,34.4,47.6,21.2
USW00023062,"DENVER STAPLETON, CO US",2009-02,0.08,0.8,38.2,52.9,23.5
USW00023062,"DENVER STAPLETON, CO US",2009-03,0.64,6.7,41.8,56.6,27
USW00023062,"DENVER STAPLETON, CO US",2009-04,2.95,5.6,44.9,57.6,32.1
USW00023062,"DENVER STAPLETON, CO US",2009-05,3.32,0,54,66,41
USW00023062,"DENVER STAPLETON, CO US",2009-06,3.7,0,63.2,76,50.5
USW00023062,"DENVER STAPLETON, CO US",2009-07,3.09,0,69.7,83.1,56.4
USW00023062,"DENVER STAPLETON, CO US",2009-08,0.92,0,69.3,84.2,54.4
USW00023062,"DENVER STAPLETON, CO US",2009-09,0.87,0,61.5,76.2,46.7
USW00023062,"DENVER STAPLETON, CO US",2009-10,1.6,9,42.3,54.9,29.8
USW00023062,"DENVER STAPLETON, CO US",2009-11,0.66,6.6,42.6,56.6,28.6
USW00023062,"DENVER STAPLETON, CO US",2009-12,0.68,4.3,24.5,36.8,12.2
USW00023062,"DENVER STAPLETON, CO US",2010-01,0.09,0.9,30.9,44.2,17.6
USW00023062,"DENVER STAPLETON, CO US",2010-02,0.65,7.4,27.9,39.1,16.7
USW00023062,"DENVER STAPLETON, CO US",2010-03,1.28,11.6,39.9,52.1,27.7
USW00023062,"DENVER STAPLETON, CO US",2010-04,2.62,1.5,47.8,61.4,34.2
USW00023062,"DENVER STAPLETON, CO US",2010-05,1.23,2,53.6,67.3,40
USW00023062,"DENVER STAPLETON, CO US",2010-06,1.78,0,68.6,82.8,54.5
USW00023062,"DENVER STAPLETON, CO US",2010-07,1.69,0,72.9,88.3,57.6
USW00023062,"DENVER STAPLETON, CO US",2010-08,1.08,0,73.3,88.6,58
USW00023062,"DENVER STAPLETON, CO US",2010-09,0.07,0,66.1,83.6,48.7
USW00023062,"DENVER STAPLETON, CO US",2010-10,0.56,0,54.4,69.4,39.4
USW00023062,"DENVER STAPLETON, CO US",2010-11,0.52,3.4,38.8,52.9,24.6
USW00023062,"DENVER STAPLETON, CO US",2010-12,0.2,2,34.9,49.5,20.4
USW00023062,"DENVER STAPLETON, CO US",2011-01,0.45,6.6,29.4,41.8,17
USW00023062,"DENVER STAPLETON, CO US",2011-02,0.53,8.9,27.8,41.7,13.8
USW00023062,"DENVER STAPLETON, CO US",2011-03,0.26,1.8,42.3,57.4,27.3
USW00023062,"DENVER STAPLETON, CO US",2011-04,1.09,1.8,48.1,62,34.1
USW00023062,"DENVER STAPLETON, CO US",2011-05,3.67,0,51.5,62.7,40.3
USW00023062,"DENVER STAPLETON, CO US",2011-06,1.36,0,67.2,83.1,51.3
USW00023062,"DENVER STAPLETON, CO US",2011-07,6.95,0,75.1,89.2,60.9
USW00023062,"DENVER STAPLETON, CO US",2011-08,0.07,0,75.1,90.8,59.5
USW00023062,"DENVER STAPLETON, CO US",2011-09,1.62,0,62.1,76.7,47.6
USW00023062,"DENVER STAPLETON, CO US",2011-10,1.52,5,51.4,66.7,36.1
USW00023062,"DENVER STAPLETON, CO US",2011-11,0.39,4.3,39.9,54.2,25.6
USW00023062,"DENVER STAPLETON, CO US",2011-12,0.98,16,26,40,11.9
USW00023062,"DENVER STAPLETON, CO US",2012-01,0.24,3.2,35.8,49.9,21.6
USW00023062,"DENVER STAPLETON, CO US",2012-02,0.95,18.3,28.3,39.4,17.3
USW00023062,"DENVER STAPLETON, CO US",2012-03,0,0,48.2,63.6,32.9
USW00023062,"DENVER STAPLETON, CO US",2012-04,1,3.1,52.8,67.9,37.7
USW00023062,"DENVER STAPLETON, CO US",2012-05,1.16,0,60.1,75,45.3
USW00023062,"DENVER STAPLETON, CO US",2012-06,0.37,0,73.7,90,57.3
USW00023062,"DENVER STAPLETON, CO US",2012-07,2.01,0,77.8,92.7,62.9
USW00023062,"DENVER STAPLETON, CO US",2012-08,0.2,0,73.8,89.9,57.7
USW00023062,"DENVER STAPLETON, CO US",2012-09,2.26,0,65.5,80.3,50.6
USW00023062,"DENVER STAPLETON, CO US",2012-10,0.81,7.4,48.8,63.1,34.5
USW00023062,"DENVER STAPLETON, CO US",2012-11,0.36,1.1,43.3,58.7,27.8
USW00023062,"DENVER STAPLETON, CO US",2012-12,0.22,2.5,32.4,46.1,18.6
USW00023062,"DENVER STAPLETON, CO US",2013-01,0.24,2.5,29.7,45.1,14.2
USW00023062,"DENVER STAPLETON, CO US",2013-02,0.67,10.2,30.4,43.6,17.3
USW00023062,"DENVER STAPLETON, CO US",2013-03,1.43,16.7,36.9,50.5,23.4
USW00023062,"DENVER STAPLETON, CO US",2013-04,1.1,10.9,41.9,54.9,28.8
USW00023062,"DENVER STAPLETON, CO US",2013-05,1.24,2.3,57.4,70.5,44.3
USW00023062,"DENVER STAPLETON, CO US",2013-06,0.41,0,70.3,86.6,54
USW00023062,"DENVER STAPLETON, CO US",2013-07,3.49,0,73.5,86.9,60.1
USW00023062,"DENVER STAPLETON, CO US",2013-08,1.58,0,73.1,87.6,58.5
USW00023062,"DENVER STAPLETON, CO US",2013-09,13.89,0,66.4,78.9,53.9
USW00023062,"DENVER STAPLETON, CO US",2013-10,0.62,1.2,47.3,59.5,35.2
USW00023062,"DENVER STAPLETON, CO US",2013-11,0.2,1.9,40.6,55,26.1
USW00023062,"DENVER STAPLETON, CO US",2013-12,0.27,3.9,28.8,42.8,14.8
USW00023062,"DENVER STAPLETON, CO US",2014-01,0.64,9.4,31.5,45.4,17.6
USW00023062,"DENVER STAPLETON, CO US",2014-02,0.26,4.2,28.5,41.5,15.5
USW00023062,"DENVER STAPLETON, CO US",2014-03,0.81,5,41,55.1,26.9
USW00023062,"DENVER STAPLETON, CO US",2014-04,1.29,6.6,48.8,62.3,35.3
USW00023062,"DENVER STAPLETON, CO US",2014-05,3.47,4,57.8,71.4,44.1
USW00023062,"DENVER STAPLETON, CO US",2014-06,1.65,0,66.1,81.3,50.9
USW00023062,"DENVER STAPLETON, CO US",2014-07,3.37,0,73.1,86.7,59.5
USW00023062,"DENVER STAPLETON, CO US",2014-08,1.02,0,69.8,83.7,55.8
USW00023062,"DENVER STAPLETON, CO US",2014-09,2.15,0,64.4,79.6,49.3
USW00023062,"DENVER STAPLETON, CO US",2014-10,0.67,0,54.3,70,38.5
USW00023062,"DENVER STAPLETON, CO US",2014-11,0.93,4.5,35.9,50,21.9
USW00023062,"DENVER STAPLETON, CO US",2014-12,0.51,8.5,31.6,44.3,19
USW00023062,"DENVER STAPLETON, CO US",2015-01,0.35,5.2,33.6,47.4,19.8
USW00023062,"DENVER STAPLETON, CO US",2015-02,2.06,29.2,33.8,46.2,21.5
USW00023062,"DENVER STAPLETON, CO US",2015-03,0.57,3.1,43.4,56.9,30
USW00023062,"DENVER STAPLETON, CO US",2015-04,2.35,3.8,48.4,61.2,35.5
USW00023062,"DENVER STAPLETON, CO US",2015-05,5.03,5.8,52.1,62.3,41.9
USW00023062,"DENVER STAPLETON, CO US",2015-06,7.37,0,68.8,81.5,56.2
USW00023062,"DENVER STAPLETON, CO US",2015-07,1.21,0,71.7,85.1,58.3
USW00023062,"DENVER STAPLETON, CO US",2015-08,0.58,0,72.5,88,57
USW00023062,"DENVER STAPLETON, CO US",2015-09,0.19,0,68.3,84.9,51.6
USW00023062,"DENVER STAPLETON, CO US",2015-10,1.83,0,56.7,70,43.3
USW00023062,"DENVER STAPLETON, CO US",2015-11,1.74,15.7,39.9,53.6,26.3
USW00023062,"DENVER STAPLETON, CO US",2015-12,0.83,11.8,30.8,42.3,19.2
USW00023062,"DENVER STAPLETON, CO US",2016-01,0.37,4.7,32.4,45.9,18.9
USW00023062,"DENVER STAPLETON, CO US",2016-02,0.75,11.8,38.5,52.6,24.4
USW00023062,"DENVER STAPLETON, CO US",2016-03,1.65,18.9,42.2,55.6,28.8
USW00023062,"DENVER STAPLETON, CO US",2016-04,2.28,10,47.7,60.1,35.4
USW00023062,"DENVER STAPLETON, CO US",2016-05,1.9,0.2,53.7,66.3,41.1
USW00023062,"DENVER STAPLETON, CO US",2016-06,1.45,0,71.8,86.8,56.7
USW00023062,"DENVER STAPLETON, CO US",2016-07,0.74,0,76.6,92.5,60.7
USW00023062,"DENVER STAPLETON, CO US",2016-08,0.67,0,72,87.4,56.5
USW00023062,"DENVER STAPLETON, CO US",2016-09,0.06,0,66.2,83,49.4
USW00023062,"DENVER STAPLETON, CO US",2016-10,0.27,0,57.7,75.3,40
USW00023062,"DENVER STAPLETON, CO US",2016-11,0.44,2.6,46.5,61.3,31.6
USW00023062,"DENVER STAPLETON, CO US",2016-12,0.63,10,28.5,43.1,13.8
USW00023062,"DENVER STAPLETON, CO US",2017-01,0.52,9.2,29.5,42.4,16.6
USW00023062,"DENVER STAPLETON, CO US",2017-02,0.11,0.7,41.1,55.5,26.7
USW00023062,"DENVER STAPLETON, CO US",2017-03,0.7,0,47.4,63.6,31.2
USW00023062,"DENVER STAPLETON, CO US",2017-04,1.25,5,49.2,63.5,34.8
USW00023062,"DENVER STAPLETON, CO US",2017-05,4.78,0,55.4,69.2,41.6
USW00023062,"DENVER STAPLETON, CO US",2017-06,0.87,0,70.7,86.8,54.5
USW00023062,"DENVER STAPLETON, CO US",2017-07,0.8,0,76.2,92,60.4
USW00023062,"DENVER STAPLETON, CO US",2017-08,1.49,0,71.6,87,56.2
USW00023062,"DENVER STAPLETON, CO US",2017-09,1.06,0,65.3,79.8,50.7
USW00023062,"DENVER STAPLETON, CO US",2017-10,1.08,2.1,50.3,65.5,35.1
USW00023062,"DENVER STAPLETON, CO US",2017-11,0.28,0,45.2,61,29.4
USW00023062,"DENVER STAPLETON, CO US",2017-12,0.2,2.9,33.9,49,18.8
USW00023062,"DENVER STAPLETON, CO US",2018-01,0.33,4.8,33.7,48.5,18.9
USW00023062,"DENVER STAPLETON, CO US",2018-02,0.39,7.1,28.7,42.5,14.8
USW00023062,"DENVER STAPLETON, CO US",2018-03,1.6,6.7,43,58,27.9
USW00023062,"DENVER STAPLETON, CO US",2018-04,1.28,2.4,47.5,63.1,31.9
USW00023062,"DENVER STAPLETON, CO US",2018-05,2.2,0,61.3,75.5,47
USW00023062,"DENVER STAPLETON, CO US",2018-06,0.72,0,73.4,90.5,56.4
USW00023062,"DENVER STAPLETON, CO US",2018-07,1.44,0,75.1,89.2,61
USW00023062,"DENVER STAPLETON, CO US",2018-08,1.56,0,71.6,86.1,57
USW00023062,"DENVER STAPLETON, CO US",2018-09,0.9,0,67.2,82.9,51.4
USW00023062,"DENVER STAPLETON, CO US",2018-10,0.87,2.6,49.2,62.4,36
USW00023062,"DENVER STAPLETON, CO US",2018-11,0.33,2.7,38.6,51.3,26
USW00023062,"DENVER STAPLETON, CO US",2018-12,0.03,0.4,33,46.5,19.5
